response_id,primary_specialty,officer_rank,year_executed_order,billet_current,order_lag_in_months,transparency_rank,satistfaction_rank,favoritism_rank,assignment_current,geographic_preference,career_path,doctor_as_detailer,homestead_length_in_years,homestead_problem,match_desirability,match_month,assignment_preference,officer_rank_preference
150,Emergency Medicine,LCDR,2015,CONUS MTF,2-4 months,4,1,1,> 4th choice,Europe,Academic Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,No,No
151,Emergency Medicine,LCDR,2014,CONUS MTF,2-4 months,3,4,2,1st choice,Pacific Northwest,Academic Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
152,Emergency Medicine,LT,2014,GME,2-4 months,5,5,5,1st choice,Southern California,Clinical Medicine,No,2 tours (~6 years),No,NA,NA,NA,NA
155,Emergency Medicine,CDR,2016,CONUS MTF,NA,5,5,NA,2nd choice,Europe,Operational Medicine,No,Other,Other,Something similar to the National Residency Match Program,Jan-17,No,No
156,Psychiatry,LT,2015,CONUS MTF,2-4 months,4,5,5,> 4th choice,Europe,Clinical Medicine,Other,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
1195,Aviation Medicine (Flight Surgery GMO),LT,2014,CONUS Operational,2-4 months,3,3,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
158,Emergency Medicine,LT,2015,CONUS MTF,2-4 months,5,5,5,1st choice,Europe,Academic Medicine,No,2 tours (~6 years),No,NA,NA,NA,NA
159,Emergency Medicine,CDR,2015,CONUS MTF,> 4 months,1,1,NA,Other,"Southeast (North Carolina, Florida)",Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Oct-16,No,No
160,Emergency Medicine,LCDR,2016,GME,2-4 months,5,4,4,1st choice,Southern California,Operational Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
161,Emergency Medicine,LCDR,2016,CONUS MTF,NA,5,4,5,> 4th choice,Europe,Global Health Engagement,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Feb-17,Yes,No
163,Radiology,CAPT or Flag,2016,OCONUS Operational,2-4 months,4,4,3,Other,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
164,Emergency Medicine,CDR,2015,OCONUS MTF,2-4 months,2,4,5,1st choice,"Southeast (North Carolina, Florida)",Mixed,Do not care,3 tours (~9 years),Other,Status Quo: Detailer and Specialty Leader decide,Sep-16,Yes,Yes
165,Emergency Medicine,CDR,2016,CONUS MTF,2-4 months,4,5,3,1st choice,Southern California,Mixed,No,Other,No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
166,Rheumatology (IM),CDR,2016,CONUS MTF,> 4 months,5,NA,5,1st choice,Northeast,Resign/Retire,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,Yes
167,Radiology,CDR,2014,OCONUS MTF,2-4 months,5,5,5,2nd choice,"Pacific (Hawaii, Guam, Japan)",Mixed,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
168,Radiology,LCDR,2015,CONUS MTF,NA,2,3,1,Other,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,4 tours (~12 years),No,Something similar to the National Residency Match Program,Dec-16,NA,NA
169,Radiology,CDR,2016,OCONUS MTF,2-4 months,5,5,5,2nd choice,Europe,Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,Yes
170,Radiology,LCDR,2015,CONUS MTF,2-4 months,4,5,4,1st choice,Northeast,Mixed,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
171,Radiology,CDR,2016,Non-Operational/Non-Clinical,NA,5,5,5,1st choice,Europe,Global Health Engagement,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
172,Radiology,LCDR,2016,CONUS Operational,2-4 months,1,1,5,Other,Europe,Resign/Retire,Other,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
173,Radiology,CDR,2016,OCONUS Operational,> 4 months,5,5,4,1st choice,National Capital Region,Academic Medicine,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,NA
174,Radiology,LCDR,2014,CONUS MTF,2-4 months,2,3,3,Other,Northeast,Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
175,Radiology,LCDR,2016,CONUS MTF,2-4 months,4,4,4,3rd choice,Northeast,Mixed,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
176,Radiology,CAPT or Flag,2011,GME,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
177,Radiology,LCDR,2015,CONUS MTF,> 4 months,1,3,2,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
178,Family Medicine,CAPT or Flag,2016,CONUS MTF,NA,3,4,4,1st choice,Europe,Resign/Retire,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
179,Emergency Medicine,LCDR,2015,OCONUS MTF,2-4 months,2,3,4,Other,Southern California,Clinical Medicine,No,2 tours (~6 years),No,Other,Jan-17,Yes,Yes
180,Family Medicine,LT,2014,CONUS MTF,2-4 months,2,3,3,4th choice,"Pacific (Hawaii, Guam, Japan)",Academic Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,No,No
181,Family Medicine,LCDR,2015,OCONUS MTF,NA,1,1,5,Other,"Pacific (Hawaii, Guam, Japan)",Undecided,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
182,Family Medicine,LCDR,2016,CONUS MTF,2-4 months,2,3,3,1st choice,"Southeast (North Carolina, Florida)",Mixed,Yes,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
183,Family Medicine,CAPT or Flag,2012,GME,2-4 months,5,5,4,1st choice,Southern California,Resign/Retire,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
184,Family Medicine,LCDR,2014,CONUS MTF,2-4 months,4,5,2,1st choice,Southern California,Executive Medicine,Yes,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
185,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,4,5,5,1st choice,Middle East or Africa,Operational Medicine,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
186,Family Medicine,LT,2016,CONUS MTF,2-4 months,3,4,3,4th choice,Pacific Northwest,Mixed,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
187,Family Medicine,LCDR,2014,GME,2-4 months,4,4,2,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,Do not care,4 tours (~12 years),No,Other,Jan-17,Yes,Yes
188,Family Medicine,LT,2012,CONUS Operational,> 4 months,3,4,3,2nd choice,Pacific Northwest,Resign/Retire,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
189,Family Medicine,CDR,2015,CONUS MTF,NA,2,3,2,2nd choice,"Tidewater Region (Portsmouth, Norfolk)",Mixed,Do not care,2 tours (~6 years),Other,Other,Jul-16,Yes,NA
190,Family Medicine,LCDR,2014,CONUS MTF,2-4 months,4,4,1,1st choice,Pacific Northwest,Other,Do not care,2 tours (~6 years),Yes,Other,Jan-17,Yes,Yes
191,Family Medicine,LT,2016,CONUS MTF,> 4 months,1,1,2,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,Do not care,Other,No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
192,Family Medicine,CDR,2015,CONUS MTF,2-4 months,4,4,4,2nd choice,Europe,Undecided,Do not care,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jun-16,Yes,Yes
193,Family Medicine,CDR,2015,OCONUS MTF,2-4 months,4,4,2,Other,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
194,Family Medicine,CDR,2016,CONUS MTF,2-4 months,4,4,3,1st choice,"Pacific (Hawaii, Guam, Japan)",Undecided,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,NA
195,Family Medicine,CDR,2013,CONUS MTF,2-4 months,4,4,4,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,No,Other,Other,Something similar to the National Residency Match Program,Oct-16,Yes,Yes
196,Family Medicine,LT,2015,CONUS MTF,2-4 months,3,2,3,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
197,Aerospace Medicine (Residency Trained Flight),CAPT or Flag,2016,CONUS Operational,2-4 months,4,4,3,1st choice,Europe,Mixed,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,No
198,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,3,4,4,1st choice,Southern California,Resign/Retire,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
199,Family Medicine,CAPT or Flag,2012,CONUS MTF,> 4 months,3,3,3,1st choice,National Capital Region,Resign/Retire,Do not care,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
200,Radiology,CDR,2014,CONUS MTF,> 4 months,5,5,2,2nd choice,Southern California,Academic Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,Yes
201,Family Medicine,LCDR,2014,CONUS MTF,2-4 months,5,5,5,1st choice,Pacific Northwest,Executive Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,No,Yes
202,Family Medicine,CDR,2014,CONUS MTF,NA,5,5,4,1st choice,Pacific Northwest,Executive Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
203,Family Medicine,LT,2014,CONUS Operational,2-4 months,3,5,NA,1st choice,"Pacific (Hawaii, Guam, Japan)",Clinical Medicine,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
204,Family Medicine,CDR,2014,CONUS MTF,2-4 months,4,4,4,1st choice,Northeast,Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Sep-16,Yes,Yes
205,Family Medicine,LCDR,2014,CONUS Operational,2-4 months,3,4,3,1st choice,Southern California,Mixed,No,2 tours (~6 years),Other,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
206,Family Medicine,CAPT or Flag,2013,CONUS MTF,> 4 months,4,4,3,1st choice,Pacific Northwest,Resign/Retire,Yes,1 tour (~3 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
207,Family Medicine,LCDR,2014,CONUS MTF,NA,4,3,3,2nd choice,Southern California,Executive Medicine,No,1 tour (~3 years),Yes,Other,Jan-17,Yes,Yes
208,Family Medicine,CAPT or Flag,2016,CONUS MTF,2-4 months,1,1,1,Other,Northeast,Mixed,No,2 tours (~6 years),Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
209,Family Medicine,CAPT or Flag,2016,Non-Operational/Non-Clinical,> 4 months,4,5,2,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Feb-17,Yes,No
210,Family Medicine,LCDR,2016,GME,2-4 months,2,1,1,Other,Southern California,Undecided,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
211,Family Medicine,CDR,2014,CONUS Operational,> 4 months,5,5,5,1st choice,"Pacific (Hawaii, Guam, Japan)",Mixed,No,2 tours (~6 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
212,Family Medicine,LT,2016,OCONUS Operational,2-4 months,1,1,NA,Other,National Capital Region,Undecided,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
213,Family Medicine,LCDR,2016,CONUS MTF,> 4 months,3,3,2,2nd choice,Southern California,Mixed,No,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
214,Family Medicine,CDR,2015,CONUS MTF,2-4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Academic Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
215,Family Medicine,LT,2014,GME,NA,4,NA,4,1st choice,Europe,Clinical Medicine,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Nov-16,Yes,Yes
216,Family Medicine,LT,2016,CONUS MTF,2-4 months,1,1,2,> 4th choice,Pacific Northwest,Academic Medicine,No,Other,No,Other,Dec-16,NA,NA
217,Family Medicine,CDR,2016,CONUS Operational,2-4 months,2,4,2,1st choice,National Capital Region,Executive Medicine,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
218,Family Medicine,CAPT or Flag,2014,CONUS MTF,2-4 months,4,4,4,Other,National Capital Region,Executive Medicine,Yes,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
219,Family Medicine,CAPT or Flag,2015,CONUS Operational,2-4 months,1,3,1,> 4th choice,"Pacific (Hawaii, Guam, Japan)",Resign/Retire,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Feb-17,Yes,Yes
220,Family Medicine,CDR,2016,CONUS MTF,NA,5,4,5,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,No,2 tours (~6 years),Yes,Other,Jan-17,Yes,Yes
221,Anesthesiology,CDR,2016,OCONUS MTF,2-4 months,4,5,4,Other,Pacific Northwest,Mixed,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
222,Radiology,LCDR,2016,CONUS MTF,2-4 months,5,5,1,1st choice,Southern California,Clinical Medicine,No,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Jun-16,No,Yes
223,Dermatology,LCDR,2014,CONUS MTF,2-4 months,3,5,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Resign/Retire,Do not care,3 tours (~9 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
224,Family Medicine,CDR,2013,Non-Operational/Non-Clinical,> 4 months,5,5,5,1st choice,"Southeast (North Carolina, Florida)",Undecided,No,4 tours (~12 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
225,Radiology,CDR,2014,CONUS MTF,2-4 months,3,3,2,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Executive Medicine,No,Other,No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,NA
1199,Aviation Medicine (Flight Surgery GMO),LT,2014,CONUS Operational,NA,4,4,4,2nd choice,Southern California,Clinical Medicine,No,1 tour (~3 years),No,Something similar to the National Residency Match Program,Mar-17,NA,Yes
228,Ophthalmology,CAPT or Flag,2014,CONUS Operational,NA,4,4,5,1st choice,"Southeast (North Carolina, Florida)",Clinical Medicine,No,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Nov-16,Yes,Yes
230,Family Medicine,CDR,2015,CONUS MTF,2-4 months,5,5,5,1st choice,National Capital Region,Clinical Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
231,Family Medicine,CDR,2016,OCONUS MTF,NA,4,5,5,1st choice,Europe,Executive Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
232,Dermatology,CDR,2015,GME,2-4 months,4,5,4,1st choice,"Pacific (Hawaii, Guam, Japan)",Academic Medicine,Do not care,3 tours (~9 years),Other,Status Quo: Detailer and Specialty Leader decide,Jan-17,No,Yes
233,Radiology,CDR,2013,CONUS MTF,2-4 months,3,4,3,2nd choice,Southern California,Academic Medicine,Yes,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jun-16,Yes,Yes
234,Family Medicine,LCDR,2015,GME,2-4 months,5,5,1,1st choice,Europe,Operational Medicine,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,No
235,Radiology,LCDR,2015,CONUS MTF,2-4 months,1,2,2,2nd choice,Northeast,Clinical Medicine,Do not care,4 tours (~12 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,No
236,Family Medicine,CDR,2016,CONUS Operational,2-4 months,1,1,1,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Operational Medicine,No,1 tour (~3 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
237,Family Medicine,LCDR,2016,CONUS MTF,NA,4,4,3,1st choice,Southern California,Academic Medicine,Yes,2 tours (~6 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
238,Family Medicine,CDR,2015,CONUS Operational,NA,3,3,2,3rd choice,Pacific Northwest,Operational Medicine,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jul-16,Yes,Yes
1201,Aviation Medicine (Flight Surgery GMO),LT,2014,CONUS Operational,NA,1,2,4,2nd choice,Pacific Northwest,Resign/Retire,Do not care,3 tours (~9 years),No,Something similar to the National Residency Match Program,Dec-16,Yes,Yes
1235,Aviation Medicine (Flight Surgery GMO),LT,2015,CONUS Operational,NA,1,2,1,4th choice,Europe,Clinical Medicine,No,Other,Other,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
241,Family Medicine,LCDR,2015,CONUS MTF,2-4 months,2,3,2,3rd choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
242,Family Medicine,CAPT or Flag,2016,Non-Operational/Non-Clinical,2-4 months,5,5,1,1st choice,Europe,Executive Medicine,Yes,1 tour (~3 years),Yes,Other,Other,Yes,No
243,Family Medicine,CDR,2014,Non-Operational/Non-Clinical,NA,3,4,NA,2nd choice,National Capital Region,Undecided,No,Other,Other,NA,NA,NA,NA
244,Family Medicine,LCDR,2014,CONUS Operational,2-4 months,2,2,2,2nd choice,Europe,Mixed,No,2 tours (~6 years),Yes,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
245,Pathology,CAPT or Flag,2015,CONUS MTF,2-4 months,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,Aviation Medicine (Flight Surgery GMO),LT,2016,CONUS Operational,NA,1,1,NA,> 4th choice,Southern California,Clinical Medicine,Yes,2 tours (~6 years),Other,NA,NA,Yes,Yes
247,Family Medicine,CAPT or Flag,2016,CONUS MTF,2-4 months,4,5,5,1st choice,"Southeast (North Carolina, Florida)",Resign/Retire,Yes,4 tours (~12 years),No,Something similar to the National Residency Match Program,Jan-17,Yes,Yes
248,Pathology,CDR,2016,CONUS MTF,2-4 months,4,5,3,1st choice,"Southeast (North Carolina, Florida)",Mixed,Do not care,3 tours (~9 years),No,Status Quo: Detailer and Specialty Leader decide,Dec-16,No,No
249,Infectious Disease (IM),CAPT or Flag,2015,OCONUS Operational,2-4 months,3,3,3,2nd choice,Southern California,Research,Do not care,1 tour (~3 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
250,Radiology,CDR,2015,CONUS MTF,2-4 months,4,4,5,1st choice,National Capital Region,Mixed,Yes,4 tours (~12 years),No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,Yes
251,Family Medicine,LCDR,2015,CONUS MTF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,Pathology,CDR,2015,CONUS MTF,NA,5,5,1,1st choice,Pacific Northwest,Resign/Retire,No,4 tours (~12 years),Other,Status Quo: Detailer and Specialty Leader decide,Other,NA,Yes
254,Family Medicine,CDR,2016,OCONUS Operational,NA,2,1,1,Other,National Capital Region,Executive Medicine,No,Other,Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
1253,Aviation Medicine (Flight Surgery GMO),LT,2015,CONUS Operational,2-4 months,2,4,4,1st choice,"Tidewater Region (Portsmouth, Norfolk)",Clinical Medicine,Do not care,2 tours (~6 years),No,Something similar to the National Residency Match Program,Mar-17,Yes,Yes
256,Pathology,LCDR,2014,CONUS MTF,2-4 months,1,1,3,Other,Europe,Academic Medicine,No,2 tours (~6 years),Yes,Status Quo: Detailer and Specialty Leader decide,Dec-16,Yes,Yes
257,Pathology,LCDR,2015,CONUS MTF,2-4 months,5,5,5,1st choice,Europe,Undecided,Other,Other,No,Status Quo: Detailer and Specialty Leader decide,Jan-17,Yes,No
258,Pathology,CDR,2014,CONUS MTF,2-4 months,1,1,1,Other,Europe,Resign/Retire,No,1 tour (~3 years),Yes,Other,Other,Yes,Yes
